     atau     wage     TFP0     TFP1     DTFP       DM     DPhi       DF     Etau    Etau0    Etaul    Etauh     Expz        M       aY       aN       aL       aK       YN       aC     mTFP     nTFP    check     zphi
   31.000    5.189    0.495    0.497    0.340   19.977   -0.163  -19.473   -2.294   -2.294  -31.000    0.000  -25.640   76.176   -0.560   -5.465    0.000   -0.560    5.189   -0.560    2.329    4.156    0.123   -0.827
   32.000    5.172    0.495    0.497    0.275   19.862   -0.168  -19.420   -2.315   -2.315  -32.000    0.000  -25.852   75.638   -0.716   -5.598   -0.160   -0.716    5.172   -0.716    2.322    4.143    0.277   -0.843
   33.000    5.125    0.495    0.496    0.243   20.121   -0.174  -19.704   -2.365   -2.365  -33.000    0.000  -26.338   76.927   -0.677   -5.519    0.000   -0.677    5.125   -0.677    2.301    4.105    0.111   -0.859
   34.000    5.014    0.495    0.496    0.180   20.004   -0.177  -19.647   -2.373   -2.373  -34.000    0.000  -26.566   76.374   -0.740   -5.480   -0.000   -0.740    5.014   -0.740    2.252    4.016    0.268   -0.876
   35.000    5.053    0.495    0.496    0.131   20.063   -0.182  -19.750   -2.413   -2.413  -35.000    0.000  -26.900   76.690   -0.879   -5.646   -0.134   -0.879    5.053   -0.879    2.269    4.047    0.178   -0.891
   36.000    4.964    0.495    0.496    0.102   20.244   -0.187  -19.955   -2.448   -2.448  -36.000    0.000  -27.307   77.598   -0.819   -5.509    0.054   -0.819    4.964   -0.819    2.230    3.977    0.123   -0.907
   37.000    4.948    0.495    0.496    0.054   20.254   -0.192  -20.008   -2.478   -2.478  -37.000    0.000  -27.591   77.665   -0.908   -5.580   -0.007   -0.908    4.948   -0.908    2.223    3.964    0.104   -0.922
   38.000    4.900    0.495    0.495    0.008   20.306   -0.196  -20.103   -2.503   -2.503  -38.000    0.000  -27.936   77.947   -0.966   -5.592    0.000   -0.966    4.900   -0.966    2.201    3.926    0.024   -0.938
   39.000    4.833    0.495    0.495   -0.038   20.256   -0.199  -20.095   -2.521   -2.521  -39.000    0.000  -28.160   77.719   -1.013   -5.576    0.000   -1.013    4.833   -1.013    2.172    3.872    0.088   -0.953
   38.209    4.818    0.495    0.495   -0.009   20.107   -0.194  -19.922   -2.479   -2.479  -38.209    0.000  -27.825   76.966   -0.970   -5.522    0.000   -0.970    4.818   -0.970    2.165    3.860    0.301   -0.942
